sample number,time,species number,樹種,含水率,4000-5000,5000-6000,6000-7000,7000-8000,8000-9000,9000-10000
1136,72,12,トチ,13.25301205,0.35877872586872595,0.18389691119691126,0.14179837837837841,0.00833380769230769,-0.03733077220077219,-0.07129100775193797
1137,73,12,トチ,13.25301205,0.3580445559845561,0.1838435135135135,0.14190305019305022,0.008448769230769232,-0.037047220077220076,-0.07081031007751942
1138,74,12,トチ,13.25301205,0.35798992277992264,0.18320888030888047,0.14125131274131278,0.008014499999999994,-0.03754247104247105,-0.07144499999999998
1139,75,12,トチ,13.25301205,0.3580310424710427,0.18327814671814666,0.1414971428571428,0.008161615384615385,-0.03724830115830114,-0.0709649224806202
1140,76,12,トチ,13.65461847,0.35710343629343605,0.18280942084942078,0.14089922779922773,0.007721115384615385,-0.03778135135135135,-0.07163294573643406
1141,77,12,トチ,13.25301205,0.355839613899614,0.18076498069498068,0.13994563706563712,0.00685500000000001,-0.037963474903474945,-0.07147054263565895
1142,78,12,トチ,13.65461847,0.35875575289575296,0.18411891891891893,0.1418289961389962,0.007715192307692309,-0.038119806949806934,-0.07220019379844965
1143,79,12,トチ,13.65461847,0.35743749034749045,0.18258177606177606,0.14024312741312756,0.006384423076923068,-0.03962177606177608,-0.07394170542635661
1144,80,12,トチ,13.65461847,0.35616177606177596,0.18190355212355216,0.13978440154440155,0.0064208846153846035,-0.03930953667953668,-0.07340356589147289
1145,81,12,トチ,13.65461847,0.35555861003860995,0.18147054054054054,0.13958733590733585,0.006676923076923071,-0.03880737451737451,-0.07269934108527136
1146,82,12,トチ,13.65461847,0.3564181467181468,0.18217571428571433,0.14038235521235518,0.0072311153846153775,-0.038178841698841726,-0.07195829457364339
1147,83,12,トチ,13.65461847,0.35509505791505797,0.18157806949806954,0.13981154440154445,0.006984153846153849,-0.03835652509652506,-0.07207693798449613
1148,84,12,トチ,14.45783133,0.3547402702702701,0.18082938223938236,0.13929590733590733,0.006834692307692308,-0.03836019305019311,-0.07198426356589147
1149,85,12,トチ,14.0562249,0.3558693436293436,0.18206498069498067,0.1401802316602317,0.006940038461538458,-0.038574787644787695,-0.072440465116279
1150,86,12,トチ,13.65461847,0.35476548262548274,0.18106972972972973,0.13912629343629354,0.006111115384615395,-0.039459073359073324,-0.07340651162790697
1151,87,12,トチ,14.45783133,0.35478111969111975,0.18073691119691127,0.13897162162162158,0.006285999999999995,-0.03914220077220079,-0.07296825581395348
1152,88,12,トチ,14.45783133,0.3556823166023165,0.18202505791505796,0.1401727027027027,0.006912653846153855,-0.0385424324324324,-0.07234166666666662
1153,89,12,トチ,14.45783133,0.35473722007722014,0.18124633204633206,0.13924934362934374,0.006109230769230769,-0.03952918918918918,-0.07348705426356589
1154,90,12,トチ,14.0562249,0.3550364864864865,0.18085196911196927,0.13896752895752887,0.006116384615384594,-0.03945849420849416,-0.07338054263565885
1155,91,12,トチ,14.85943775,0.3535107722007724,0.1801110810810811,0.13866644787644783,0.006313500000000005,-0.03881467181467186,-0.07238763565891472
1156,92,12,トチ,14.85943775,0.3557328957528958,0.1817788416988418,0.13986343629343637,0.006691346153846148,-0.03885185328185332,-0.07267209302325585
1157,93,12,トチ,15.26104418,0.35403976833976813,0.1806645945945946,0.13877525096525095,0.005865230769230762,-0.03963698841698843,-0.07354193798449611
1158,94,12,トチ,15.26104418,0.3540120463320465,0.18030571428571424,0.13860888030888027,0.006062961538461525,-0.03927227799227799,-0.07299383720930235
1159,95,12,トチ,14.85943775,0.35357254826254836,0.18017517374517375,0.13865081081081082,0.006425807692307698,-0.03873065637065635,-0.07227298449612403
1160,96,12,トチ,15.26104418,0.3557460231660232,0.18168227799227793,0.13990277992277989,0.006822730769230781,-0.03859942084942086,-0.0722800387596899
1161,97,12,トチ,15.6626506,0.3545991505791506,0.18072409266409262,0.13882220077220073,0.005877692307692312,-0.03968872586872587,-0.07356953488372095
1162,98,12,トチ,15.6626506,0.3538107335907337,0.1801685328185328,0.13837729729729734,0.005722307692307685,-0.03971007722007721,-0.07352573643410855
1163,99,12,トチ,15.6626506,0.35266779922779934,0.17995586872586858,0.13836239382239388,0.006105346153846157,-0.03906756756756759,-0.07260856589147287
1164,100,12,トチ,16.06425703,0.35263243243243236,0.17997000000000007,0.13863853281853283,0.006339307692307682,-0.03861382239382236,-0.07193577519379846
1165,101,12,トチ,16.06425703,0.3540440540540539,0.18056806949806944,0.13891787644787645,0.006460769230769239,-0.038808957528957536,-0.07238085271317829
1166,102,12,トチ,16.06425703,0.35357961389961384,0.18011173745173747,0.13853293436293437,0.00631261538461538,-0.03887660231660229,-0.07237364341085273
1167,103,12,トチ,16.06425703,0.3550148262548264,0.1811876447876448,0.13963200772200773,0.00680684615384616,-0.03840405405405406,-0.07186143410852713
1168,104,12,トチ,16.46586345,0.35417501930501893,0.18078173745173745,0.13890772200772195,0.0060515000000000065,-0.0394627413127413,-0.07320972868217052
1169,105,12,トチ,16.46586345,0.3531117374517374,0.18004980694980682,0.13820324324324323,0.005582499999999991,-0.03989220077220076,-0.0736862790697675
1170,106,12,トチ,16.46586345,0.35240664092664103,0.17978289575289585,0.13814861003861006,0.005885884615384622,-0.039333976833976804,-0.07289662790697674
1171,107,12,トチ,16.86746988,0.35206567567567537,0.17886046332046326,0.13792826254826254,0.005804769230769236,-0.03893347490347493,-0.07218174418604652
1172,108,12,トチ,16.86746988,0.3538520463320463,0.18073250965250962,0.13895571428571432,0.006206576923076911,-0.039157220077220084,-0.0727746899224806
1173,109,12,トチ,16.86746988,0.352991583011583,0.179887335907336,0.13808845559845542,0.005509500000000007,-0.03991884169884172,-0.07367604651162794
1174,110,12,トチ,17.26907631,0.35227806949806983,0.17955258687258688,0.13792656370656373,0.00565696153846153,-0.039584864864864844,-0.07313868217054265
1175,111,12,トチ,17.26907631,0.3526727027027026,0.17953536679536677,0.13805818532818523,0.006056038461538457,-0.039036872586872585,-0.07249693798449611
1176,112,12,トチ,16.86746988,0.3544441312741312,0.18092756756756756,0.13962034749034752,0.006533846153846155,-0.03846115830115831,-0.0718138372093023
1177,113,12,トチ,17.67068273,0.3564038996138996,0.18212691119691132,0.1400527413127413,0.0064616538461538435,-0.03923930501930506,-0.07304910852713178
1178,114,12,トチ,17.67068273,0.3544527027027026,0.1804662162162162,0.13836930501930506,0.005025692307692314,-0.04076926640926638,-0.07479333333333343
1179,115,12,トチ,18.07228916,0.3533013513513513,0.17986088803088798,0.13801034749034752,0.005135153846153845,-0.04037810810810812,-0.07426158914728678
1180,116,12,トチ,17.67068273,0.35317455598455627,0.1796635135135135,0.1379994980694982,0.0054854230769230865,-0.039829652509652494,-0.07345093023255816
1181,117,12,トチ,18.07228916,0.35262996138996144,0.17949150579150572,0.13795702702702703,0.005721115384615397,-0.0394242857142857,-0.07291391472868215
1182,118,12,トチ,18.07228916,0.35228328185328195,0.17933583011583018,0.13785444015444012,0.005831538461538466,-0.03923115830115829,-0.07264724806201557
1183,119,12,トチ,18.07228916,0.35174046332046316,0.1792774131274131,0.13785911196911182,0.005996884615384605,-0.0389645945945946,-0.07229678294573644
1184,120,12,トチ,18.07228916,0.35102239382239364,0.1791142471042471,0.1377233976833977,0.005997307692307695,-0.03888660231660231,-0.0721337596899225
1185,121,12,トチ,18.47389558,0.35111988416988416,0.17862312741312739,0.13760725868725865,0.005855730769230781,-0.03889590733590735,-0.07205968992248069
1186,122,12,トチ,18.47389558,0.3530756756756756,0.17987424710424713,0.1382921621621622,0.006088769230769244,-0.03912895752895751,-0.07260496124031002
1187,123,12,トチ,18.47389558,0.35215177606177617,0.17932038610038617,0.13771806949806958,0.0056277692307692365,-0.039581621621621585,-0.07307406976744184
1188,124,12,トチ,18.47389558,0.3516790733590732,0.17906374517374526,0.13754980694980687,0.005661076923076937,-0.03944455598455595,-0.07285930232558138
1189,125,12,トチ,18.87550201,0.3530062162162163,0.17951822393822403,0.1381752509652509,0.005962384615384621,-0.03910220077220076,-0.0724116279069767
1190,126,12,トチ,18.87550201,0.3527488416988417,0.1796689575289575,0.13799552123552125,0.005673192307692307,-0.03965281853281849,-0.07320488372093027
1191,127,12,トチ,18.47389558,0.3523472972972972,0.17918891891891894,0.13752467181467182,0.005348192307692308,-0.03997389961389956,-0.07359003875968993
1192,128,12,トチ,18.87550201,0.3514875675675675,0.1789966795366795,0.13747884169884173,0.0055779230769230775,-0.0395115444015444,-0.0729344573643411
1193,129,12,トチ,18.87550201,0.3513506563706564,0.17887583011583014,0.13750683397683405,0.0058158461538461576,-0.039163127413127385,-0.07245422480620156
1194,130,12,トチ,19.27710843,0.3522513899613898,0.1797512355212355,0.13815100386100396,0.0059441153846153845,-0.03921436293436293,-0.07262635658914728
1195,131,12,トチ,19.27710843,0.3514879150579151,0.17913011583011595,0.13748285714285705,0.005359615384615382,-0.03990833976833975,-0.07347542635658917
1196,132,12,トチ,19.27710843,0.35143019305019313,0.17888652509652517,0.1373420077220077,0.005425038461538477,-0.039717606177606175,-0.07317147286821707
1197,133,12,トチ,19.67871486,0.3527211196911196,0.17960181467181466,0.13813216216216212,0.005955038461538458,-0.03912922779922783,-0.07248724806201548
1198,134,12,トチ,19.27710843,0.3522157142857143,0.17946250965250957,0.13777490347490343,0.005602769230769222,-0.039672084942084955,-0.07319980620155042
1199,135,12,トチ,19.27710843,0.3518251737451737,0.1792559459459459,0.13759169884169878,0.0055541538461538476,-0.03971405405405407,-0.07320782945736437
1200,136,12,トチ,19.27710843,0.3515116602316602,0.17925934362934362,0.1377025482625483,0.005901846153846162,-0.03918335907335909,-0.07249930232558138
1201,137,12,トチ,19.67871486,0.35284030888030926,0.1802755984555985,0.1385696525096524,0.006280038461538456,-0.03894579150579151,-0.07229410852713172
1202,138,12,トチ,19.67871486,0.3527954440154439,0.17979803088803076,0.13796212355212348,0.005709076923076925,-0.03970277992277994,-0.07328922480620158
1203,139,12,トチ,20.08032129,0.35167710424710436,0.1793219305019305,0.1378002316602317,0.005540730769230776,-0.03963826254826255,-0.07301290697674413
1204,140,12,トチ,20.08032129,0.352835945945946,0.18025397683397673,0.13823806949806947,0.005693769230769223,-0.03986841698841699,-0.07347697674418603
1205,141,12,トチ,20.08032129,0.35245355212355206,0.17977667953667947,0.13778212355212352,0.005435192307692315,-0.040139111969112004,-0.07385565891472871
1206,142,12,トチ,20.48192771,0.3536963706563706,0.18065822393822392,0.13850227799227788,0.005746653846153858,-0.039955945945946,-0.07365562015503879
1207,143,12,トチ,20.08032129,0.3529315830115828,0.18011328185328193,0.13794393822393813,0.005369499999999993,-0.04038366795366794,-0.0741518217054263
1208,144,12,トチ,20.48192771,0.3524289189189192,0.1796755984555985,0.13795451737451728,0.005476115384615377,-0.03994096525096525,-0.07348484496124033
1209,145,12,トチ,20.88353414,0.35362814671814674,0.18072725868725867,0.13849552123552117,0.005801076923076931,-0.03996498069498067,-0.07370856589147293
1210,146,12,トチ,20.88353414,0.35240853281853296,0.18035362934362928,0.138157915057915,0.005692346153846143,-0.03996517374517376,-0.07361062015503878
1211,147,12,トチ,21.28514056,0.3542413513513511,0.18056301158301152,0.13865667953667954,0.00606146153846155,-0.03951451737451737,-0.0730159302325581
1212,148,12,トチ,21.28514056,0.35442069498069484,0.18151818532818548,0.13912138996138992,0.006322423076923068,-0.03958756756756759,-0.07329713178294574
1213,149,12,トチ,21.68674699,0.3538397297297299,0.18127084942084928,0.13885092664092671,0.006181846153846139,-0.039680540540540536,-0.07342445736434107
1214,150,12,トチ,21.68674699,0.3537402316602316,0.181629305019305,0.1393849034749034,0.006591846153846146,-0.039085057915057904,-0.07259775193798453
1215,151,12,トチ,22.48995984,0.35489776061776035,0.1822262162162162,0.1395735521235521,0.0065825769230769245,-0.03950231660231659,-0.07324744186046515
1216,152,12,トチ,22.48995984,0.3537554054054052,0.1817675289575289,0.13916119691119688,0.00638092307692307,-0.039584942084942114,-0.07328197674418607
1217,153,12,トチ,22.48995984,0.3537736293436295,0.1810354054054053,0.1389198841698843,0.006339307692307691,-0.0393656756756757,-0.07290759689922478
1218,154,12,トチ,22.48995984,0.35510965250965254,0.1826235907335907,0.13990575289575283,0.006837653846153843,-0.03927393822393822,-0.07303434108527133
1219,155,12,トチ,22.89156627,0.35455297297297317,0.1821154054054054,0.13940308880308877,0.006506807692307701,-0.03960061776061776,-0.07338488372093024
1220,156,12,トチ,22.89156627,0.3534984169884171,0.1810955984555984,0.13895555984555982,0.006346576923076931,-0.039361969111969125,-0.07288643410852712
1221,157,12,トチ,23.29317269,0.3581054826254825,0.18487382239382247,0.1418496911196911,0.007756500000000006,-0.03863590733590732,-0.0724906201550388
1222,158,12,トチ,23.69477912,0.3559544787644788,0.18371667953667953,0.14049270270270275,0.006553461538461519,-0.0400300386100386,-0.07414658914728678
1223,159,12,トチ,23.69477912,0.3556099613899614,0.18292559845559833,0.13975768339768346,0.006086269230769219,-0.04049343629343628,-0.07464662790697671
1224,160,12,トチ,23.69477912,0.35522675675675663,0.18284610038610047,0.13982706563706557,0.006544538461538467,-0.0398197297297297,-0.07371949612403103
1225,161,12,トチ,24.49799197,0.35496181467181515,0.18283135135135142,0.13991679536679535,0.006930615384615393,-0.03921876447876446,-0.07288941860465119
1226,162,12,トチ,24.09638554,0.35619752895752865,0.18398266409266414,0.14098837837837844,0.007598846153846149,-0.038661814671814655,-0.07235410852713187
1227,163,12,トチ,24.89959839,0.35585162162162165,0.18355586872586874,0.14050486486486488,0.007293769230769222,-0.03900671814671815,-0.07270372093023256
1228,164,12,トチ,24.89959839,0.35554830115830105,0.18329640926640917,0.14035888030888036,0.0074312692307692265,-0.038724517374517396,-0.07231461240310075
1229,165,12,トチ,25.30120482,0.3548941312741315,0.18275003861003863,0.13997942084942086,0.007251615384615385,-0.03882436293436292,-0.0723922480620155
1230,166,12,トチ,24.89959839,0.35593953667953654,0.1838666795366796,0.14081760617760616,0.007555500000000004,-0.0387427027027027,-0.07241775193798447
1231,167,12,トチ,25.30120482,0.35452930501930485,0.18300428571428576,0.1400047490347491,0.006984153846153848,-0.03922988416988415,-0.072883488372093
1232,168,12,トチ,25.70281124,0.3547209266409266,0.1826211583011584,0.1397810424710425,0.0070060769230769135,-0.03911027027027028,-0.07268856589147286
1233,169,12,トチ,25.70281124,0.35365366795366787,0.18223660231660244,0.1395647876447876,0.0070555384615384655,-0.03886494208494209,-0.0723658527131783
1234,170,12,トチ,26.10441767,0.35503185328185344,0.18297216216216222,0.1401524324324324,0.007161192307692298,-0.03894706563706562,-0.07254197674418604
1235,171,12,トチ,26.10441767,0.3542972200772201,0.18228633204633207,0.1394576447876448,0.0065853461538461664,-0.03955830115830115,-0.07324550387596908
1236,172,12,トチ,26.10441767,0.35388760617760623,0.18193733590733588,0.1392515830115832,0.006652346153846145,-0.039377374517374546,-0.07298872093023258
1237,173,12,トチ,26.10441767,0.353908996138996,0.18181922779922766,0.13926795366795372,0.006875807692307698,-0.039001698841698865,-0.07252302325581399
1238,174,12,トチ,26.5060241,0.354344054054054,0.1824694594594594,0.13979293436293444,0.006952730769230775,-0.039054208494208514,-0.07262461240310074
1239,175,12,トチ,26.5060241,0.35385861003861013,0.18181861003861002,0.13906590733590737,0.006291230769230764,-0.03983359073359072,-0.07356186046511626
1240,176,12,トチ,26.5060241,0.35330633204633205,0.18141555984555982,0.1387756756756757,0.006228807692307697,-0.039779922779922754,-0.07340806201550391
1241,177,12,トチ,26.5060241,0.35288806949806933,0.18126212355212348,0.13881096525096515,0.006506615384615391,-0.03928899613899616,-0.07277604651162797
1242,178,12,トチ,26.90763052,0.35242432432432447,0.18106038610038613,0.1386806563706563,0.006556153846153848,-0.039134169884169887,-0.07252825581395346
1243,179,12,トチ,26.90763052,0.35237366795366826,0.1805167567567567,0.13836397683397697,0.006361307692307678,-0.03923555984555987,-0.07257031007751938
1244,180,12,トチ,26.90763052,0.3538693436293434,0.18172880308880318,0.13915795366795364,0.006470653846153854,-0.0394784942084942,-0.07303903100775196
1245,181,12,トチ,26.90763052,0.3530722779922779,0.18094220077220075,0.1382907335907336,0.00564273076923077,-0.040473166023166,-0.07428178294573642
1246,182,12,トチ,26.90763052,0.352547528957529,0.18061150579150576,0.1379911969111969,0.005500307692307709,-0.04055262548262546,-0.07432321705426355
1247,183,12,トチ,26.90763052,0.3557292277992277,0.18250486486486497,0.13990227799227806,0.006405923076923073,-0.03969633204633207,-0.0733829844961241
1248,1,13,ナラ,114.057508,1.0593141312741317,0.836349806949807,0.7834098069498066,0.48582276923076906,0.32403081081081064,0.24131647286821714
1249,2,13,ナラ,111.1821086,1.0353227027027025,0.8219706949806949,0.7576215830115836,0.4667428846153845,0.3149360617760618,0.23740488372093027
1250,3,13,ナラ,108.9456869,0.907371196911197,0.7103124324324327,0.6488603088803091,0.3969666538461537,0.2661603474903478,0.19734286821705427
1251,4,13,ナラ,106.0702875,0.8591881081081083,0.6647730115830114,0.6029078764478767,0.3605530769230768,0.23690764478764478,0.17228240310077514
1252,5,13,ナラ,103.514377,0.8365737837837844,0.6416528571428574,0.5782677606177609,0.33992465384615395,0.21937907335907356,0.15670275193798452
1253,6,13,ナラ,100.6389776,0.8040744015444018,0.6100590347490347,0.5450152895752897,0.3122676538461538,0.19626166023166022,0.1362020930232558
1254,7,13,ナラ,97.76357827,0.7591752509652505,0.5667096138996144,0.49927254826254824,0.2752723846153846,0.1660083783783784,0.10975802325581394
1255,8,13,ナラ,94.5686901,0.7130870270270275,0.5217316988416988,0.45298057915057915,0.2363884615384616,0.133397722007722,0.0808497674418605
1256,9,13,ナラ,91.69329073,0.6757160617760616,0.48480339768339775,0.4149432432432434,0.20483873076923068,0.10648776061776058,0.05658116279069769
1257,10,13,ナラ,88.17891374,0.6497933976833975,0.4587675675675678,0.388524749034749,0.18197676923076928,0.08677216216216217,0.03877046511627908
1258,11,13,ナラ,84.98402556,0.623960579150579,0.4347891891891891,0.3645276061776059,0.16230557692307687,0.07002281853281854,0.023429534883720928
1259,12,13,ナラ,82.42811502,0.6105685714285716,0.42290444015444006,0.3530983011583012,0.15206457692307696,0.06082034749034747,0.014745387596899227
1260,13,13,ナラ,79.87220447,0.6036635907335913,0.4162887258687259,0.34701625482625476,0.1462782307692308,0.055477220077220064,0.009641899224806199
1261,14,13,ナラ,77.31629393,0.5947992277992281,0.4083238610038611,0.3391127413127412,0.13924684615384614,0.0486503088803089,0.0028039534883720937
1262,15,13,ナラ,74.76038339,0.5846438996139001,0.3997131274131274,0.33119930501930483,0.13325453846153842,0.04377424710424713,-0.0016852713178294567
1263,16,13,ナラ,72.84345048,0.5763882239382239,0.3925784942084942,0.3245983397683397,0.12846638461538462,0.040090501930501926,-0.004879224806201551
1264,17,13,ナラ,70.92651757,0.5687778378378379,0.3861356756756758,0.31899231660231653,0.12440223076923076,0.03695216216216216,-0.00769317829457364
1265,18,13,ナラ,68.69009585,0.5626910038610041,0.3807661776061777,0.31401173745173755,0.12093934615384612,0.034200270270270276,-0.010149573643410853
1266,19,13,ナラ,66.77316294,0.5589862162162166,0.3773633976833975,0.3108164092664092,0.11841507692307696,0.03209691119691119,-0.012158488372093023
1267,20,13,ナラ,65.17571885,0.5532421621621627,0.37201772200772204,0.30619386100386076,0.11472138461538466,0.02929015444015446,-0.014574186046511627
1268,21,13,ナラ,63.25878594,0.547571428571429,0.36766332046332034,0.3019857915057915,0.1119178076923077,0.027098339768339783,-0.01653980620155038
1269,22,13,ナラ,61.02236422,0.5429396911196912,0.3630926640926642,0.2980762548262549,0.10883080769230773,0.024856216216216205,-0.018487403100775204
1270,23,13,ナラ,59.42492013,0.5372167567567567,0.3579124710424708,0.29317853281853284,0.10551792307692306,0.02228729729729729,-0.02078410852713178
1271,24,13,ナラ,57.82747604,0.5330975675675678,0.35354942084942076,0.28942884169884175,0.10257176923076922,0.02019779922779923,-0.022547519379844966
1272,25,13,ナラ,56.23003195,0.5260487644787645,0.3477725482625483,0.2841045173745175,0.09902569230769233,0.017614362934362946,-0.024728100775193808
1273,26,13,ナラ,54.63258786,0.5208669498069499,0.3429410810810812,0.2799605019305019,0.09577492307692308,0.015471505791505786,-0.026385658914728688
1274,27,13,ナラ,53.35463259,0.5143481467181465,0.33688482625482596,0.2743295752895754,0.09189969230769231,0.012594864864864866,-0.028905930232558143
1275,28,13,ナラ,51.7571885,0.5097012741312742,0.3324320077220078,0.27056552123552147,0.08898630769230771,0.010716254826254823,-0.030301395348837225
1276,29,13,ナラ,49.52076677,0.5034449034749034,0.32711899613899603,0.2656415830115832,0.08571823076923081,0.008398687258687256,-0.03217054263565892
1277,30,13,ナラ,49.20127796,0.4994594594594595,0.32289185328185355,0.2620418532818533,0.08295988461538464,0.006587644787644782,-0.033526511627906985
1278,31,13,ナラ,47.92332268,0.49402911196911203,0.31782579150579154,0.25736220077220057,0.07975976923076923,0.004297644787644784,-0.035451782945736414
1279,32,13,ナラ,46.32587859,0.489018725868726,0.312206254826255,0.25305277992277986,0.07569592307692308,0.0016692664092664035,-0.03744573643410855
1280,33,13,ナラ,45.68690096,0.48666270270270257,0.31045536679536684,0.25064293436293444,0.07408046153846154,-7.389961389960939e-05,-0.03931984496124031
1281,34,13,ナラ,44.7284345,0.48238227799227795,0.3062250193050192,0.2465520077220079,0.07113696153846157,-0.002522779922779927,-0.04162387596899224
1282,35,13,ナラ,43.45047923,0.47662088803088787,0.30175837837837854,0.2426644787644788,0.06880715384615384,-0.003749652509652499,-0.04220713178294574
1283,36,13,ナラ,42.49201278,0.47296019305019305,0.2982703474903476,0.23996011583011592,0.06674769230769231,-0.004767683397683397,-0.0425273643410853
1284,37,13,ナラ,41.85303514,0.4691476833976836,0.2956518532818533,0.23738154440154452,0.06524234615384616,-0.005678648648648646,-0.04313147286821706
1285,38,13,ナラ,41.21405751,0.4654783397683398,0.29170463320463336,0.23391903474903472,0.0628348076923077,-0.007334208494208492,-0.044424728682170525
1286,39,13,ナラ,40.25559105,0.46333861003861015,0.2894005019305018,0.2317133976833976,0.06105992307692308,-0.008594092664092667,-0.0453653488372093
1287,40,13,ナラ,39.2971246,0.45930416988416983,0.28570694980694966,0.22835741312741314,0.05884157692307694,-0.009960810810810804,-0.04629379844961237
1288,41,13,ナラ,38.33865815,0.45732791505791526,0.28316413127413154,0.22611285714285725,0.05683519230769232,-0.011440270270270272,-0.04756143410852714
1289,42,13,ナラ,38.33865815,0.45300467181467186,0.279546138996139,0.222690694980695,0.0544741923076923,-0.013075714285714288,-0.04883193798449611
1290,43,13,ナラ,37.69968051,0.450794247104247,0.27678888030888016,0.2202947490347489,0.05243176923076923,-0.01445235521235521,-0.04981984496124033
1291,44,13,ナラ,37.06070288,0.4478906177606178,0.27341173745173747,0.21705162162162162,0.05009315384615385,-0.016286254826254832,-0.0514837596899225
1292,45,13,ナラ,36.42172524,0.44318123552123556,0.26980061776061764,0.21402362934362926,0.047822230769230756,-0.01746451737451737,-0.05200166666666668
1293,46,13,ナラ,36.10223642,0.43996463320463325,0.2662068725868727,0.2104154054054055,0.04518811538461538,-0.01963100386100384,-0.054072170542635696
1294,47,13,ナラ,35.46325879,0.4337173745173743,0.2591499613899613,0.2046233976833976,0.040842884615384614,-0.02228548262548262,-0.055959806201550395
1295,48,13,ナラ,35.14376997,0.4343591119691122,0.2588197297297297,0.20341096525096516,0.039340730769230774,-0.023985096525096526,-0.05773426356589145
1296,49,13,ナラ,34.82428115,0.42982277992277973,0.255362972972973,0.1999698841698843,0.03685038461538461,-0.026242818532818544,-0.0600087984496124
1297,50,13,ナラ,34.18530351,0.42704675675675685,0.2520004633204634,0.19717455598455613,0.03467534615384616,-0.027478918918918918,-0.06071003875968992
1298,51,13,ナラ,34.18530351,0.42413451737451735,0.24891563706563719,0.19426258687258674,0.032825615384615384,-0.02867050193050193,-0.06150627906976749
1299,52,13,ナラ,33.54632588,0.41911432432432444,0.24425474903474903,0.18995552123552126,0.02977142307692308,-0.030626100386100384,-0.06288038759689925
1300,53,13,ナラ,33.22683706,0.41695212355212335,0.24145776061776061,0.18762996138996138,0.027748961538461542,-0.03191158301158301,-0.06379383720930235
1301,54,13,ナラ,32.58785942,0.41198613899613906,0.23675768339768344,0.18339772200772184,0.024782615384615382,-0.033992548262548244,-0.06547558139534884
1302,55,13,ナラ,32.26837061,0.40885760617760625,0.2338664864864865,0.1809377220077221,0.02273726923076922,-0.03534312741312742,-0.06644883720930238
1303,56,13,ナラ,31.30990415,0.40452254826254835,0.2297624324324323,0.17732756756756765,0.02022099999999999,-0.0371058687258687,-0.06782608527131781
1304,57,13,ナラ,31.30990415,0.4024321235521234,0.22740861003861002,0.1753021621621621,0.01834419230769231,-0.03848640926640922,-0.06901550387596896
1305,58,13,ナラ,30.99041534,0.39821833976833976,0.22388602316602318,0.17214945945945936,0.01621003846153846,-0.0400060617760618,-0.0702717441860465
1306,59,13,ナラ,30.3514377,0.39665613899613905,0.22177428571428587,0.1705016988416989,0.014743461538461547,-0.04097714285714291,-0.07096127906976744
1307,60,13,ナラ,29.71246006,0.3933432046332044,0.21837976833976827,0.16745888030888043,0.012641692307692305,-0.042579575289575296,-0.07239860465116285
1308,61,13,ナラ,29.71246006,0.3908052895752897,0.21626138996138997,0.1658045173745174,0.01133226923076922,-0.04333864864864868,-0.07290186046511625
1309,62,13,ナラ,29.07348243,0.38744598455598467,0.21326895752895764,0.16318204633204636,0.009565499999999996,-0.04463579150579147,-0.07400155038759691
1310,63,13,ナラ,28.75399361,0.38619181467181474,0.21138826254826248,0.16170266409266418,0.008310807692307687,-0.04545281853281853,-0.07454686046511629
1311,64,13,ナラ,28.43450479,0.3828842084942085,0.20871992277992288,0.15933976833976837,0.006766192307692321,-0.04662548262548262,-0.0755665503875969
1312,65,13,ナラ,27.79552716,0.38293536679536655,0.20784432432432434,0.15893583011583,0.005580153846153861,-0.047477644787644824,-0.07628794573643409
1313,66,13,ナラ,27.47603834,0.3797005791505791,0.20505432432432436,0.1561362934362936,0.0034998076923076693,-0.04953482625482624,-0.07847465116279075
1314,67,13,ナラ,27.15654952,0.375881776061776,0.201870888030888,0.15333123552123556,0.0015758846153846242,-0.0510500386100386,-0.0799115891472869
1315,68,13,ナラ,26.51757188,0.37352706563706545,0.19933644787644786,0.15143069498069506,0.000651230769230772,-0.05134768339768341,-0.07980627906976746
1316,69,13,ナラ,26.19808307,0.370203552123552,0.19675505791505787,0.14962478764478776,-0.00032692307692308467,-0.05154764478764482,-0.07958065891472874
1317,70,13,ナラ,25.87859425,0.3694887644787645,0.19646714285714292,0.1493891119691119,-0.00044019230769230426,-0.05146142857142859,-0.07932286821705425
1318,71,13,ナラ,25.23961661,0.3670438996138995,0.19444694980694976,0.14775243243243238,-0.001310769230769222,-0.05192868725868727,-0.07954872093023253
1319,72,13,ナラ,24.9201278,0.3663138610038611,0.19363895752895757,0.14721911196911203,-0.0018956153846153851,-0.052321544401544344,-0.07983089147286818
1320,73,13,ナラ,24.60063898,0.3652419691119691,0.1921762162162162,0.14582208494208498,-0.0027814230769231075,-0.053089266409266415,-0.0806315503875969
1321,74,13,ナラ,24.28115016,0.36308725868725866,0.19024301158301163,0.1445737451737452,-0.0035431153846153837,-0.053318069498069484,-0.08053430232558145
1322,75,13,ナラ,23.64217252,0.36296069498069494,0.19028362934362922,0.14433490347490352,-0.003763692307692296,-0.05371347490347486,-0.08103992248062006
1323,76,13,ナラ,23.64217252,0.3606546332046335,0.18836629343629344,0.14297119691119672,-0.004640384615384612,-0.05407764478764481,-0.08111589147286823
1324,77,13,ナラ,23.32268371,0.3603333976833976,0.18813532818532816,0.1425633976833977,-0.004952038461538466,-0.05449247104247103,-0.08167236434108528
1325,78,13,ナラ,23.00319489,0.35833451737451744,0.18635135135135134,0.14120675675675673,-0.005624576923076911,-0.05475447876447879,-0.08167348837209303
